,StockCode,Description,UnitPrice
281,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3.2705122732123804
282,20931,BLUE POT PLANT CANDLE ,4.982112676056338
283,20932,PINK POT PLANT CANDLE,4.5827027027027025
284,20933,YELLOW POT PLANT CANDLE,2.8150000000000004
285,20934,SET/3 POT PLANT CANDLES,6.744864864864865
286,20935,ROUND CACTUS CANDLE,2.95
287,20936,FORKED CACTUS CANDLE,3.7117142857142857
288,20941,FROG CANDLE,1.3077272727272726
289,20954,*USB Office Mirror Ball,5.646666666666667
290,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.7316822429906542
291,20957,PORCELAIN HANGING BELL SMALL,1.45
292,20960,WATERMELON BATH SPONGE,2.4899999999999998
293,20961,STRAWBERRY BATH SPONGE ,1.7867241379310344
294,20963,APPLE BATH SPONGE,1.8205579399141631
295,20964,POLYESTER FILLER PAD 60x40cm,2.55
296,20966,SANDWICH BATH SPONGE,1.9017
297,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,4.015348837209302
298,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4.257909967845659
299,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4.188646616541353
300,20971,PINK BLUE FELT CRAFT TRINKET BOX,1.4162081784386615
301,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1.4215323854660349
302,20973,12 PENCIL SMALL TUBE WOODLAND,0.7838337801608579
303,20974,12 PENCILS SMALL TUBE SKULL,0.7504054054054055
304,20975,12 PENCILS SMALL TUBE RED RETROSPOT,0.7320744680851063
305,20977,36 PENCILS TUBE WOODLAND,1.4881443298969073
306,20978,36 PENCILS TUBE SKULLS,1.6127407407407408
307,20979,36 PENCILS TUBE RED RETROSPOT,1.5691014492753623
308,20980,36 PENCILS TUBE POSY,1.0213636363636363
309,20981,12 PENCILS TALL TUBE WOODLAND,0.9605078125
310,20982,12 PENCILS TALL TUBE SKULLS,0.9542857142857143
311,20983,12 PENCILS TALL TUBE RED RETROSPOT,0.9310801393728222
312,20984,12 PENCILS TALL TUBE POSY,0.37967032967032965
313,20985,HEART CALCULATOR,1.6252447552447553
314,20986,BLUE CALCULATOR RULER,1.5878813559322034
315,20992,JAZZ HEARTS PURSE NOTEBOOK,0.5452380952380953
316,20996,JAZZ HEARTS ADDRESS BOOK,0.31912663755458515
317,20997,ROSE DU SUD CUSHION COVER ,4.274705882352941
318,20998,ROSE DU SUD OVEN GLOVE,2.624285714285714
319,21000,ROSE DU SUD COSMETICS BAG,3.562037037037037
320,21001,ROSE DU SUD WASHBAG ,4.645294117647059
321,21002,ROSE DU SUD DRAWSTRING BAG,3.3995454545454544
322,21003,ROSE DU SUD CUSHION COVER,5.887391304347826
323,21009,ETCHED GLASS STAR TREE DECORATION,1.25
324,21011,GLITTER SNOW PEAR TREE DECORATION,1.0875
325,21012,ANTIQUE ALL GLASS CANDLESTICK,2.3091133004926108
326,21014,SWISS CHALET TREE DECORATION ,0.6674193548387096
327,21015,DARK BIRD HOUSE TREE DECORATION,0.6573793103448275
328,21018,BIRD BOX CHRISTMAS TREE DECORATION,0.9512499999999999
329,21025,SPACE FROG,1.5507142857142857
330,21026,SPACE OWL,1.5432394366197182
331,21027,NINJA RABBIT PINK,1.0913333333333333
332,21028,NINJA RABBIT BLACK,1.5422413793103449
333,21030,SPACE CADET RED,1.191142857142857
334,21031,SPACE CADET BLACK,1.292
335,21032,SPACE CADET WHITE,1.3774193548387097
336,21033,JUMBO BAG CHARLIE AND LOLA TOYS,3.163081967213115
337,21034,REX CASH+CARRY JUMBO SHOPPER,0.95
338,21035,SET/2 RED RETROSPOT TEA TOWELS ,4.5287096774193545
339,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,1.1904000000000001
340,21039,RED RETROSPOT SHOPPING BAG,3.075978260869565
341,21040,MODERN VINTAGE COTTON SHOPPING BAG,1.3359999999999999
342,21041,RED RETROSPOT OVEN GLOVE DOUBLE,4.359323308270676
343,21042,RED RETROSPOT APRON ,7.170142857142857
344,21043,APRON MODERN VINTAGE COTTON,2.904408602150538
345,21051,RIBBONS PURSE ,1.9329629629629628
346,21054,NURSE'S BAG SOFT TOY,8.919333333333332
347,21055,TOOL BOX SOFT TOY ,10.41361111111111
348,21056,DOCTOR'S BAG SOFT TOY,10.091621621621622
349,21058,PARTY INVITES WOODLAND,0.9683593749999999
350,21059,PARTY INVITES DINOSAURS,0.9224210526315789
351,21060,PARTY INVITES BALLOON GIRL,0.946619718309859
352,21061,PARTY INVITES FOOTBALL,1.0548192771084337
353,21062,PARTY INVITES SPACEMAN,0.8574666666666667
354,21063,PARTY INVITES JAZZ HEARTS,0.9322549019607843
355,21064,BOOM BOX SPEAKER BOYS,4.855233644859813
356,21065,BOOM BOX SPEAKER GIRLS,4.404148936170213
357,21066,VINTAGE RED MUG,1.523035714285714
358,21067,VINTAGE RED TEATIME MUG,1.7332530120481926
359,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1.662227722772277
360,21069,VINTAGE BILLBOARD TEA MUG,1.7301136363636365
361,21070,VINTAGE BILLBOARD MUG ,1.6288990825688074
362,21071,VINTAGE BILLBOARD DRINK ME MUG,1.6952197802197801
363,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1.2481504702194357
364,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1.0903349753694582
365,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,1.5673076923076923
366,21084,SET/6 COLLAGE PAPER CUPS,0.4994054054054054
367,21086,SET/6 RED SPOTTY PAPER CUPS,0.9575626423690206
368,21087,SET/6 POSIES PAPER CUPS,0.5355555555555556
369,21088,SET/6 FRUIT SALAD PAPER CUPS,0.41182692307692303
370,21089,SET/6 GREEN SPRING PAPER CUPS,0.2734615384615385
371,21090,SET/6 COLLAGE PAPER PLATES,0.631875
372,21094,SET/6 RED SPOTTY PAPER PLATES,0.9860338345864661
373,21095,SET/6 POSIES PAPER PLATES,0.9614285714285714
374,21096,SET/6 FRUIT SALAD  PAPER PLATES,0.5745714285714285
375,21098,CHRISTMAS TOILET ROLL,1.658029197080292
376,21100,CHARLIE AND LOLA CHARLOTTE BAG,3.2882142857142855
377,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,3.8114814814814815
378,21107,CREAM SLICE FLANNEL PINK SPOT ,3.8062376237623763
379,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2.301592592592592
380,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",5.624152542372881
381,21110,LARGE CAKE TOWEL PINK SPOTS,6.220579710144927
382,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2.9213541666666667
383,21112,"SWISS ROLL TOWEL, PINK  SPOTS",3.0414634146341464
384,21114,LAVENDER SCENTED FABRIC HEART,1.915972222222222
385,21115,ROSE CARAVAN DOORSTOP,7.439879518072289
386,21116,OWL DOORSTOP,6.5336923076923075
387,21117,BLOND DOLL DOORSTOP,1.5735294117647058
388,21120,*Boombox Ipod Classic,8.49
389,21121,SET/10 RED POLKADOT PARTY CANDLES,1.3683673469387754
390,21122,SET/10 PINK POLKADOT PARTY CANDLES,1.3702513966480447
391,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1.187125
392,21124,SET/10 BLUE POLKADOT PARTY CANDLES,1.2969076305220884
393,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1.3170642201834863
394,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1.334765625
395,21128,GOLD FISHING GNOME,10.019166666666667
396,21129,SILVER FISHING GNOME ,9.275714285714287
397,21131,GOLD STANDING GNOME,5.6049999999999995
398,21132,SILVER STANDING GNOME   ,5.079090909090909
399,21135,VICTORIAN  METAL POSTCARD SPRING,1.8529100529100528
400,21136,PAINTED METAL PEARS ASSORTED,1.7997650130548302
401,21137,BLACK RECORD COVER FRAME,4.193090909090909
402,21143,ANTIQUE GLASS HEART DECORATION ,2.3230232558139536
403,21144,PINK POODLE HANGING DECORATION ,1.775
404,21145,ANTIQUE GLASS PLACE SETTING,1.25
405,21147,JINGLE BELLS TREE DECORATION,1.96975
406,21154,RED RETROSPOT OVEN GLOVE ,1.9381425485961123
407,21155,RED RETROSPOT PEG BAG,3.110889328063241
408,21156,RETROSPOT CHILDRENS APRON,2.3645257452574526
409,21157,RED RETROSPOT WASHBAG,3.2714285714285714
410,21158,MOODY GIRL DOOR HANGER ,0.9560555555555555
411,21159,MOODY BOY  DOOR HANGER ,1.017063492063492
412,21160,KEEP OUT GIRLS DOOR HANGER ,1.68
413,21161,KEEP OUT BOYS DOOR HANGER ,1.6673469387755102
414,21162,TOXIC AREA  DOOR HANGER ,0.9817575757575758
415,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1.008695652173913
416,21164,HOME SWEET HOME METAL SIGN ,3.2890243902439025
417,21165,BEWARE OF THE CAT METAL SIGN ,2.144478260869565
418,21166,COOK WITH WINE METAL SIGN ,2.3768498659517427
419,21167,WHITE SAGE INCENSE,0.34058823529411764
420,21169,YOU'RE CONFUSING ME METAL SIGN ,2.224276595744681
421,21171,BATHROOM METAL SIGN ,1.743918918918919
422,21172,PARTY METAL SIGN ,2.0016322314049586
423,21174,POTTERING IN THE SHED METAL SIGN,2.6818397085610197
424,21175,GIN + TONIC DIET METAL SIGN,2.758728813559322
425,21179,NO JUNK MAIL METAL SIGN,1.1843682310469315
426,21181,PLEASE ONE PERSON METAL SIGN,2.4017480136208853
427,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,3.36
428,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,2.0696078431372547
429,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,3.834705882352941
430,21189,WHITE HONEYCOMB PAPER GARLAND ,2.5816438356164384
431,21190,PINK HEARTS PAPER GARLAND,1.4
432,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,3.066421052631579
433,21192,WHITE BELL HONEYCOMB PAPER ,2.3854255319148936
434,21194,PINK  HONEYCOMB PAPER FAN,1.6395714285714285
435,21195,PINK  HONEYCOMB PAPER BALL ,2.7572289156626506
436,21196,ROUND WHITE CONFETTI IN TUBE,2.0014285714285713
437,21197,MULTICOLOUR  CONFETTI IN TUBE,1.6203571428571428
